,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
15883,Gryffin,Heading Home,271146,1,11,118.076,0.582,0.914,-4.097,0.0573,0.0119,0.201,0.268,False
15884,FamilyJules,"Red Like Roses, Pt. 2",288287,1,11,104.955,0.444,0.908,-3.712,0.117,0.00325,0.105,0.174,False
15885,HTRK,Chinatown Style,327620,1,1,110.788,0.303,0.0533,-22.093,0.0367,0.67,0.112,0.0351,False
15886,SKYND,Tyler Hadley,291502,1,6,119.962,0.653,0.819,-5.726,0.0408,0.00076,0.111,0.409,False
15887,Good Charlotte,Actual Pain,5155,1,6,125.056,0.482,0.928,-4.547,0.0633,0.0037,0.297,0.264,False
15888,David Garfield,The Christmas Song - Instrumental,683688,1,7,96.632,0.412,0.409,-7.267,0.0253,0.139,0.145,0.15,False
15889,Mateo Messina,White Van,36973,1,10,86.391,0.362,0.0863,-21.26,0.044,0.657,0.0741,0.219,False
15890,Black Rebel Motorcycle Club,Spread Your Love,225333,1,2,128.216,0.415,0.901,-3.124,0.0428,0.00987,0.136,0.424,False
15891,Hearing Shapes,Pure Imagination,222552,2,0,130.09,0.495,0.885,-4.45,0.0453,4.76e-05,0.174,0.349,False
15892,Tom Waits,Alice,268600,1,5,74.749,0.352,0.229,-12.79,0.0354,0.776,0.335,0.159,False
15893,JP Saxe,Changed,64907,1,9,68.734,0.531,0.379,-10.323,0.0871,0.838,0.0984,0.192,False
15894,John Prine,Blue Umbrella,14997,1,0,140.787,0.655,0.341,-15.731,0.0295,0.634,0.0689,0.603,False
15895,Atlanta Rhythm Section,Outlaw Music,301013,1,4,135.386,0.589,0.34,-13.036,0.0284,0.681,0.0824,0.58,False
15896,Veruca Salt,Seether,2990,1,8,136.196,0.612,0.848,-9.178,0.0463,0.00291,0.0687,0.632,False
15897,Christian McBride Trio,I Guess I'll Have to Forget,506653,1,10,130.637,0.507,0.0719,-27.334,0.0373,0.853,0.123,0.506,False
15898,Vicetone,Nothing Stopping Me (feat. Kat Nestel),223225,3,5,126.955,0.601,0.801,-2.425,0.0473,0.139,0.103,0.377,False
15899,Young the Giant,Silvertongue,197426,3,0,100.043,0.673,0.789,-4.288,0.0408,0.00975,0.752,0.841,False
15900,The Used,The Bird and the Worm,225040,2,6,180.092,0.299,0.933,-6.874,0.17,0.0742,0.0723,0.205,False
15901,Jaira Burns,Low Key In Love,204027,2,8,100.04,0.712,0.625,-7.585,0.185,0.618,0.115,0.382,False
15902,Nicky Romero,Lighthouse - Radio Edit,186562,1,11,128.056,0.604,0.699,-5.805,0.0624,0.0208,0.341,0.367,False
15903,Red Velvet,Ice Cream Cake,191440,1,9,172.023,0.58,0.935,-3.348,0.189,0.0318,0.0977,0.603,False
15904,Nightcore,Monster (DotEXE Remix),185756,1,0,167.69,0.553,0.719,-4.254,0.0479,0.257,0.0764,0.327,False
15905,Courage My Love,Cold Blooded,172904,3,8,95.962,0.481,0.918,-5.028,0.0612,0.000542,0.0278,0.541,False
15906,Johari,Jewel,243673,4,6,196.033,0.319,0.916,-4.344,0.0792,0.000633,0.108,0.239,False
15907,Love and Death,The Hunter,217786,2,4,79.43,0.275,0.803,-5.78,0.0687,0.000155,0.0566,0.437,False
15908,Creed,One Last Breath,238195,4,2,126.602,0.386,0.677,-5.83,0.0346,0.00841,0.341,0.195,False
15909,Cavetown,Lemon Boy,272902,8,4,139.927,0.507,0.478,-10.054,0.0396,0.184,0.0891,0.318,False
15910,The War and Treaty,Down to the River,41558,1,6,152.249,0.461,0.695,-6.918,0.0601,0.162,0.121,0.771,False
15911,Aether,Save Me From You,241835,1,11,172.013,0.676,0.426,-10.428,0.0576,0.3,0.0851,0.0939,False
15912,Bloc Party,Hunting for Witches,210146,2,6,157.044,0.558,0.83,-6.245,0.073,0.000154,0.0699,0.743,False
15913,Sam Gorski,Death of the Chosen Few,72124,2,9,90.034,0.345,0.941,-6.434,0.0731,0.000909,0.844,0.0479,False
15914,Loving Caliber,I Am Falling For You,190557,1,10,172.079,0.659,0.716,-7.641,0.0587,0.033,0.06,0.919,False
15915,Ariana Grande,Break Free,214693,2,7,129.947,0.686,0.692,-5.325,0.0454,0.0063,0.251,0.23,False
15916,Cancer Bats,Road Sick Sick Sick so Stay Home,200373,2,7,152.395,0.467,0.829,-7.535,0.0435,0.0487,0.1,0.658,False
15917,Lower Than Atlantis,I Would,192493,7,6,164.001,0.517,0.878,-3.55,0.0687,0.00974,0.114,0.436,False
15918,Dream Drop,Sleepless Nights,247333,1,5,89.954,0.43,0.815,-9.855,0.0411,1.95e-05,0.178,0.326,False
15919,Modestep,On Our Own,244002,2,7,139.988,0.725,0.784,-5.956,0.0774,0.164,0.203,0.451,False
15920,Neil Young,Harvest Moon,303213,4,2,112.929,0.648,0.309,-12.432,0.0264,0.526,0.124,0.407,False
15921,HEALTH,BODY/PRISON,164253,2,11,100.977,0.531,0.832,-8.803,0.0392,7.14e-06,0.117,0.13,False
15922,Esthie,Cotton Candy Skies,120347,1,2,85.029,0.71,0.187,-15.505,0.0359,0.976,0.0939,0.586,False
15923,Damien Jurado,Sheets,256173,6,6,109.972,0.723,0.347,-9.694,0.0283,0.21,0.124,0.166,False
15924,Cane Hill,Acid Rain,262978,3,10,93.667,0.307,0.585,-7.285,0.0335,0.043,0.103,0.559,False
15925,David Archuleta,Numb,222746,1,1,111.965,0.623,0.697,-6.237,0.0429,0.0383,0.146,0.521,False
15926,Mike Debuc,Into the Fray,229857,1,7,105.006,0.504,0.808,-6.028,0.0656,1.64e-05,0.302,0.528,False
15927,Leon Bridges,Forgive You,181095,1,4,109.573,0.73,0.68,-4.886,0.0344,0.324,0.121,0.452,False
15928,Ad Infinitum,Live Before You Die,249613,4,10,146.035,0.417,0.931,-6.915,0.0632,7.72e-05,0.105,0.536,False
15929,Tim Atlas,Unwind,201178,1,9,80.018,0.488,0.562,-8.278,0.208,0.81,0.125,0.767,False
15930,Blue Stahli,Prognosis,235199,3,6,180.043,0.413,0.941,-5.79,0.057,0.000477,0.111,0.444,False
15931,Tom Jones,It's Not Unusual,119800,1,0,92.966,0.476,0.722,-10.017,0.0646,0.598,0.184,0.909,False
15932,Matt Nathanson,Come On Get Higher,215173,1,9,92.018,0.672,0.623,-5.699,0.0297,0.241,0.0848,0.617,False
15933,Matthew Sweet,Girlfriend,220000,3,6,120.598,0.529,0.714,-6.315,0.031,0.00901,0.0772,0.814,False
15934,Lily Allen,Hard out Here,211356,1,1,125.026,0.823,0.822,-5.323,0.0334,0.113,0.0688,0.938,False
15935,Mateo Messina,Truth Serum A,129227,1,9,120.017,0.591,0.466,-11.567,0.0334,0.616,0.115,0.0917,False
15936,Nemesea,Allein,238226,1,7,143.99,0.461,0.917,-3.597,0.0877,0.00329,0.207,0.362,False
15937,Stromae,Tous les mêmes,210933,1,5,109.959,0.701,0.637,-9.061,0.166,0.223,0.279,0.647,False
15938,Sara Farell,Break My Heart,176334,3,4,90.119,0.698,0.212,-10.846,0.0477,0.905,0.246,0.58,False
15939,Sublime,Wrong Way,136146,1,9,75.034,0.69,0.681,-5.653,0.0379,0.0623,0.137,0.911,False
15940,Jasmine Thompson,Wrecking Ball,238749,1,0,119.74,0.474,0.278,-7.078,0.0384,0.982,0.215,0.256,False
15941,Kalafina,to the beginning,0,2,2,153.129,0.325,0.795,-5.729,0.0556,0.0116,0.0608,0.396,False
15942,Gutter King,Feather,216000,3,5,159.985,0.344,0.946,-3.636,0.0757,0.000262,0.231,0.359,False
15943,Labrinth,Jealous,287693,2,1,116.76,0.439,0.153,-8.95,0.0479,0.874,0.107,0.104,False
15944,Mvxwl,Purple Afternoon,176065,1,5,120.049,0.858,0.351,-11.062,0.0518,0.217,0.0787,0.296,False
15945,Rag'n'Bone Man,Skin,239626,2,0,170.661,0.564,0.745,-7.733,0.31,0.265,0.147,0.351,False
15946,EURINGER,Do You Kiss Your Mama with That Mouth?,187786,2,1,80.047,0.712,0.726,-3.518,0.096,0.34,0.367,0.852,False
15947,(Hed) P.E.,Bartender,2520,2,6,96.047,0.666,0.793,-6.028,0.0647,0.00219,0.0799,0.454,False
15948,Dunderbeist,Blåknuter & Magasår,194213,1,10,101.324,0.405,0.868,-5.565,0.0648,5.27e-05,0.362,0.413,False
15949,Third Eye Blind,Shipboard Cook,282488,4,0,131.095,0.379,0.653,-6.922,0.0329,0.236,0.0823,0.232,False
15950,Oversense,White Wolf - Quarantine Version,352196,1,2,97.47,0.252,0.949,-5.868,0.158,9.54e-05,0.655,0.243,False
15951,Eyes Wide Open,The Upside Down,240000,1,7,159.999,0.376,0.844,-7.489,0.0874,0.000148,0.141,0.309,False
15952,System Of A Down,Kill Rock 'n Roll,147960,3,4,184.519,0.288,0.987,-1.359,0.223,0.0168,0.264,0.336,False
15953,Martin Landh,At Last,168353,1,0,71.92,0.226,0.0327,-22.473,0.0343,0.976,0.0994,0.0354,False
15954,Eric Reed,Up Jumped Spring,528946,1,10,77.793,0.389,0.169,-14.333,0.0456,0.913,0.114,0.187,False
15955,John Splithoff,Sing to You,206432,1,1,152.056,0.752,0.547,-7.326,0.22,0.452,0.167,0.775,False
15956,Pharrell Williams,Happy,233305,3,1,159.911,0.652,0.757,-6.819,0.153,0.286,0.0886,0.962,False
15957,Supergrass,Mary,239960,1,0,113.03,0.522,0.734,-6.868,0.0348,0.0346,0.0532,0.325,False
15958,ZAYN,Vibez,163346,1,7,96.924,0.643,0.671,-7.45,0.0842,0.241,0.12,0.297,False
15959,The Pineapple Thief,Sense of Fear,270693,1,2,105.008,0.532,0.802,-6.005,0.0388,0.000129,0.0972,0.122,False
15960,Louna,Громче и злей! - Live,296333,1,1,134.077,0.579,0.979,-4.698,0.067,9.16e-05,0.125,0.276,False
15961,Soul Extract,Superheroes - Formal One Remix,267000,1,7,159.997,0.376,0.859,-5.939,0.0671,0.00625,0.129,0.333,False
15962,Citizen Soldier,Monster Made of Memories,185600,1,9,75.019,0.508,0.896,-5.099,0.0532,0.0232,0.464,0.561,False
15963,Emily Mei,My Domain,193227,2,6,110.022,0.712,0.523,-10.01,0.0432,0.00617,0.0707,0.431,False
15964,Silver Synthetic,Out of the Darkness,293048,1,9,148.34,0.567,0.898,-5.336,0.0295,0.054,0.075,0.563,False
15965,Drake,God's Plan,198960,3,7,77.175,0.758,0.451,-9.454,0.104,0.0273,0.566,0.353,False
15966,Biffy Clyro,Biblical,237813,3,11,124.017,0.573,0.785,-4.149,0.039,0.000534,0.12,0.258,False
15967,Palace,Heaven Up There - Acoustic,306387,1,4,133.369,0.463,0.297,-8.859,0.0593,0.894,0.108,0.198,False
15968,Mona,Us & Them,83016,1,3,167.407,0.347,0.854,-4.999,0.0781,0.0412,0.0864,0.385,False
15969,xxweesh,rain,132000,1,5,75.321,0.501,0.31,-15.434,0.0329,0.675,0.707,0.313,False
15970,The National,The System Only Dreams in Total Darkness,236746,2,0,110.013,0.596,0.912,-6.74,0.211,0.156,0.584,0.371,False
15971,Frances,Let It Out,232966,3,6,134.054,0.752,0.426,-8.705,0.0346,0.506,0.0991,0.355,False
15972,Cast of Zoey’s Extraordinary Playlist,The Tracks Of My Tears,90244,1,4,172.228,0.567,0.255,-6.496,0.037,0.533,0.0918,0.325,False
15973,Allie X,Science,235879,1,6,159.953,0.575,0.81,-4.381,0.0381,0.00173,0.203,0.5,False
15974,Breaking Benjamin,The Dark of You,252613,6,2,97.083,0.487,0.646,-6.878,0.0299,0.202,0.11,0.16,False
15975,Ariana Grande,Baby I,197600,1,1,101.975,0.724,0.796,-3.686,0.0328,0.0152,0.354,0.542,False
15976,Low Roar,Give Up,186600,1,0,164.542,0.234,0.389,-9.215,0.0298,0.882,0.107,0.0631,False
15977,Icon For Hire,Pulse,191660,3,0,173.81,0.442,0.929,-3.671,0.216,0.0649,0.094,0.624,False
15978,Sleep Token,Alkaline,214106,3,3,148.068,0.488,0.82,-8.298,0.151,0.00999,0.108,0.0486,False
15979,The Struts,Wild Child (with Tom Morello),222893,2,6,156.254,0.229,0.888,-2.641,0.097,0.00258,0.365,0.268,False
15980,BANTAMWEIGHT,Fall Away,294571,1,6,82.546,0.465,0.903,-7.508,0.0479,0.000163,0.27,0.572,False
15981,We The Kings,On My Love,251703,2,0,145.979,0.515,0.792,-5.328,0.0419,0.0314,0.139,0.312,False
15982,Katelyn Tarver,Sinking In,214920,1,0,129.771,0.657,0.207,-8.651,0.0325,0.8,0.0974,0.174,False
15983,Locket,Morning Glory,248823,1,9,136.019,0.404,0.905,-5.021,0.0639,0.00111,0.232,0.377,False
15984,Joshua Redman Quartet,Come What May,406920,2,10,135.262,0.53,0.225,-13.663,0.0414,0.941,0.284,0.195,False
15985,Gravemind,Phantom Pain,247411,1,3,160.066,0.394,0.988,-2.852,0.174,0.000309,0.412,0.251,False
15986,Arch Enemy,Let the Killing Begin,318933,1,11,142.051,0.554,0.983,-4.334,0.111,0.00106,0.0356,0.376,False
15987,Morgan Taylor,Ventura,18218,2,11,124.98,0.667,0.772,-7.105,0.038,8.37e-05,0.18,0.557,False
15988,The Smashing Pumpkins,The Chimera,256733,1,2,93.785,0.242,0.905,-6.929,0.0484,5.37e-05,0.116,0.624,False
15989,"nothing,nowhere.",Ornament,250463,2,7,126.215,0.535,0.842,-5.133,0.154,0.00151,0.0807,0.287,False
15990,The Sweeplings,The Wanderers,178436,1,6,93.965,0.553,0.475,-7.632,0.0266,0.425,0.11,0.239,False
15991,Echos,1216,240325,2,6,130.075,0.603,0.492,-10.108,0.0413,0.19,0.148,0.187,False
15992,Juanita Stein,I'll Cry,226680,1,7,97.126,0.512,0.308,-13.671,0.0271,0.574,0.168,0.19,False
15993,A Day To Remember,Last Chance To Dance (Bad Friend),185733,2,4,122.231,0.308,0.916,-4.13,0.0875,2.02e-05,0.322,0.68,False
15994,Stand Atlantic,Toothpick,215186,1,0,79.75,0.435,0.397,-8.261,0.0273,0.541,0.26,0.426,False
15995,Jill Andrews,"Get up, Get On",6250,3,1,139.902,0.501,0.643,-7.345,0.0413,0.251,0.101,0.141,False
15996,Nick Cave & The Bad Seeds,Red Right Hand - Peaky Blinders Theme;Flood Remix,380613,1,0,116.049,0.813,0.229,-16.208,0.0737,0.573,0.0718,0.288,False
15997,Eddie Vedder,Dream A Little Dream,1180,3,7,95.111,0.509,0.165,-19.845,0.0827,0.967,0.252,0.562,False
15998,Nothing But Thieves,Emergency,162532,8,9,124.977,0.54,0.639,-5.651,0.0327,0.0918,0.262,0.246,False
15999,Catfish and the Bottlemen,Pacifier,24502,1,9,147.943,0.459,0.883,-4.1,0.0476,0.000491,0.118,0.338,False
16000,Sara Bareilles,I Choose You,218360,3,6,154.038,0.731,0.572,-7.889,0.0445,0.105,0.133,0.947,False
16001,Benjamin Francis Leftwich,Kicking Roses,215746,4,6,124.888,0.566,0.401,-15.503,0.0338,0.828,0.105,0.0595,False
16002,We Were Promised Jetpacks,Repeating Patterns,246411,1,0,179.719,0.241,0.916,-6.003,0.116,0.000394,0.0978,0.182,False
16003,grandson,Riptide,237997,3,2,159.962,0.484,0.875,-5.173,0.0686,0.000479,0.0875,0.395,False
16004,VÉRITÉ,think of me,181826,2,5,179.75,0.593,0.507,-10.263,0.251,0.254,0.109,0.27,False
16005,LoneFi,0°C Like my heart,170633,2,2,140.042,0.921,0.47,-11.781,0.0692,0.72,0.507,0.898,False
16006,LUCHS,Now It's Over. Now I'm Awake.,140384,1,7,138.076,0.187,0.111,-18.531,0.0346,0.46,0.0917,0.0405,False
16007,Evan Barlow,If You Care,160316,1,10,172.077,0.27,0.545,-9.474,0.0355,0.857,0.112,0.24,False
16008,I Prevail,Let Me Be Sad,214226,2,3,129.02,0.478,0.574,-5.645,0.0288,0.000355,0.151,0.0407,False
16009,Daniel Johnston,Honey I Sure Miss You,4937,1,0,123.646,0.387,0.667,-7.883,0.0465,0.156,0.207,0.483,False
16010,Amaranthe,Inferno,192652,3,7,99.992,0.56,0.97,-6.071,0.106,0.000244,0.182,0.381,False
16011,Julia Michaels,Heaven,191786,1,7,199.843,0.552,0.371,-9.104,0.0359,0.857,0.0838,0.245,False
16012,Jinjer,Dead Hands Feel No Pain,232385,1,5,84.957,0.184,0.994,-2.508,0.183,2.91e-05,0.28,0.163,False
16013,Swain,"Punk-Rock Messed You Up, Kid!",124436,1,1,129.943,0.56,0.937,-4.616,0.0349,3.37e-05,0.0638,0.712,False
16014,Filter,Soldiers Of Misfortune - 2009 Remastered Version,531273,1,2,94.001,0.452,0.925,-4.323,0.0614,2.81e-05,0.12,0.241,False
16015,Hotel Mira,Speaking Off the Record,209815,1,11,120.966,0.727,0.459,-8.037,0.0327,0.026,0.163,0.104,False
16016,Broken Bells,The Ghost Inside,198040,2,2,103.983,0.869,0.7,-4.966,0.0419,0.0571,0.0691,0.983,False
16017,Sara Farell,Ordinary People,292279,2,1,92.013,0.485,0.176,-8.164,0.04,0.834,0.106,0.363,False
16018,NEFFEX,Space,150000,1,2,87.936,0.607,0.634,-7.925,0.074,0.0327,0.13,0.214,False
16019,R.E.M.,The One I Love - Remastered 2012,197800,1,2,127.862,0.488,0.84,-4.626,0.0356,0.000395,0.346,0.559,False
16020,DCCM,Bad Guy,162312,1,1,138.055,0.688,0.838,-6.437,0.0355,0.000155,0.272,0.647,False
16021,Spidergawd,Empty Rooms,865693,3,11,117.205,0.298,0.658,-7.792,0.0418,0.00112,0.621,0.227,False
16022,Keith Wallen,Summer Sunday,199600,2,6,156.04,0.577,0.707,-5.202,0.0504,0.0186,0.217,0.529,False
16023,Samwise,Haze,57142,1,10,84.076,0.666,0.233,-13.996,0.208,0.607,0.107,0.745,False
16024,Shadows Fall,The Light That Blinds,298333,1,10,181.91,0.427,0.938,-3.828,0.0706,4.8e-05,0.079,0.502,False
16025,The Postal Service,Brand New Colony - Remastered,252653,2,0,87.496,0.695,0.602,-6.827,0.071,0.103,0.365,0.28,False
16026,White Lies,Take It Out on Me,230506,1,2,169.927,0.48,0.863,-5.867,0.0428,0.00279,0.141,0.509,False
16027,Bob Dylan,Like a Rolling Stone,369600,2,0,95.263,0.482,0.721,-6.839,0.0321,0.731,0.189,0.557,False
16028,Jeris Johnson,One Night,163492,1,1,160.039,0.625,0.778,-7.207,0.0642,0.00921,0.103,0.961,False
16029,Cheap Trick,The Flame,58284,1,4,97.074,0.629,0.581,-11.856,0.027,0.513,0.0755,0.359,False
16030,El Ten Eleven,I'm Right Here,281110,1,9,72.995,0.53,0.777,-5.708,0.0317,0.355,0.127,0.318,False
16031,Billie Eilish,watch,177523,2,0,165.212,0.441,0.599,-8.985,0.225,0.333,0.103,0.35,False
16032,SHVPES,Lion's Den,226263,4,8,160.099,0.465,0.747,-4.916,0.0547,0.000213,0.106,0.632,False
16033,Radiohead,Bullet Proof ... I Wish I Was,138666,2,7,80.912,0.448,0.359,-13.559,0.0288,0.78,0.0753,0.0773,False
16034,Christian McBride Trio,East of the Sun (And West of the Moon),461280,1,7,120.709,0.549,0.0992,-22.167,0.0483,0.844,0.0776,0.284,False
16035,Jacquie,Broken Ones,229404,1,11,147.902,0.445,0.721,-4.016,0.0471,0.0598,0.129,0.212,False
16036,Gordon Lightfoot,Early Morning Rain,37709,1,5,105.441,0.478,0.272,-16.161,0.03,0.497,0.124,0.715,False
16037,Tiffany Alvord,I Forgot That You Existed - Acoustic,42954,2,5,93.892,0.531,0.373,-10.771,0.0449,0.775,0.107,0.589,False
16038,Agnes Obel,September Song,204331,1,0,134.926,0.23,0.0971,-27.043,0.0415,0.934,0.106,0.133,False
16039,Bush,This is War,256113,2,2,89.022,0.49,0.722,-6.704,0.031,0.00741,0.179,0.468,False
16040,Avery,Go Screw Yourself (GSY),161253,2,7,135.031,0.633,0.724,-3.234,0.0515,0.00336,0.274,0.524,False
16041,Mitchell Tenpenny,Snow Angels,185626,1,5,102.315,0.393,0.76,-5.345,0.0491,0.0688,0.33,0.417,False
16042,Martin Solveig,All Stars,170878,5,10,123.97,0.71,0.691,-4.771,0.0761,0.175,0.0609,0.622,False
16043,Marc E. Bassy,Til I Get Found,187040,1,10,104.964,0.766,0.703,-6.57,0.0724,0.0704,0.159,0.395,False
16044,Nova Twins,Power (Intro),54186,1,5,109.94,0.316,0.945,-7.413,0.0559,3.88e-05,0.161,0.161,False
16045,S Club 7,Two In A Million,211240,1,1,91.042,0.667,0.704,-7.186,0.0253,0.199,0.0971,0.768,False
16046,Phoebe Ryan,Build Me Up (Acoustic),212264,1,8,105.66,0.689,0.348,-5.994,0.0327,0.695,0.113,0.326,False
16047,Coal Chamber,Oddity,198933,1,1,118.809,0.465,0.755,-5.953,0.0418,0.000742,0.152,0.454,False
16048,A Perfect Circle,Orestes (Live),350960,1,1,148.223,0.343,0.854,-4.989,0.0394,0.0002,0.689,0.241,False
16049,Alaskan Tapes,All Was Quiet,279986,2,1,124.004,0.353,0.122,-22.281,0.0425,0.953,0.106,0.0279,False
16050,Mike Shinoda,Happy Endings (feat. iann dior and UPSAHL),212513,2,7,126.007,0.652,0.876,-3.323,0.0359,0.0307,0.449,0.695,False
16051,Don Henley,Through Your Hands,97741,1,4,113.244,0.637,0.552,-10.102,0.0268,0.239,0.123,0.395,False
16052,Magic City Hippies,Indiana,198920,2,0,80.342,0.386,0.87,-6.024,0.125,0.00241,0.156,0.888,False
16053,Tiësto,Secrets - Radio Edit,216967,3,11,128.004,0.677,0.811,-4.53,0.043,0.0012,0.0896,0.185,False
16054,lol,blaze,179296,1,10,168.019,0.657,0.914,-5.261,0.072,0.109,0.105,0.81,False
16055,Port Noir,Entertain Us,213013,1,0,142.986,0.334,0.776,-4.969,0.045,9.71e-05,0.114,0.265,False
16056,Night Riots,Colour Morning,200181,2,11,171.845,0.494,0.739,-6.612,0.054,0.0103,0.204,0.244,False
16057,Korn,Justin,257546,1,4,90.042,0.451,0.925,-6.348,0.0606,0.0012,0.16,0.418,False
16058,aYia,Ruins,304111,1,1,120.028,0.487,0.573,-10.102,0.088,0.135,0.295,0.144,False
16059,Lay Your Ghost,Captive,242666,1,6,90.0,0.629,0.549,-12.055,0.071,0.116,0.0985,0.361,False
16060,Christina Perri,All That Matters,216906,2,5,102.958,0.466,0.345,-6.766,0.0334,0.739,0.132,0.305,False
16061,DCCM,FEFE,45156,1,10,125.952,0.628,0.849,-8.258,0.0419,0.0572,0.243,0.415,False
16062,Run–D.M.C.,Rock Box,655174,1,0,100.231,0.777,0.892,-4.555,0.0932,0.171,0.384,0.648,False
16063,Walk Off the Earth,Teenage Dirtbag,199210,9,4,100.071,0.734,0.354,-6.323,0.0285,0.797,0.278,0.468,False
16064,Esoterica,The Still,284000,1,8,110.981,0.454,0.732,-4.566,0.0378,0.012,0.112,0.131,False
16065,Local Natives,I Saw You Close Your Eyes,216840,1,9,77.468,0.385,0.604,-6.709,0.0321,0.0753,0.718,0.251,False
16066,Guns N' Roses,Sweet Child O' Mine - Live In Paris / 1992,402148,1,6,134.186,0.235,0.929,-3.644,0.0598,0.000654,0.992,0.411,False
16067,Springs Of Sleep,Here comes the sun,32736,1,9,109.89,0.73,0.253,-17.084,0.0658,0.657,0.0749,0.708,False
16068,Mastodon,Colony of Birchmen,259693,2,2,125.758,0.416,0.927,-3.257,0.0844,3.29e-05,0.0782,0.339,False
16069,Deftones,Swerve City,164986,2,10,111.972,0.457,0.964,-2.963,0.0656,0.0001,0.67,0.372,False
16070,Psychotic Waltz,Devils and Angels,389640,1,1,141.045,0.348,0.945,-6.302,0.276,0.00013,0.0632,0.0395,False
16071,Funkadelic,Maggot Brain,573440,1,4,134.912,0.3,0.353,-15.588,0.047,0.777,0.406,0.19,False
16072,Alyssa Bernal,Killing Me Softly with His Song - Acoustic,252630,1,7,89.3,0.516,0.145,-14.395,0.0288,0.653,0.138,0.268,False
16073,The Pineapple Thief,Wilting Violet - Remastered,281401,1,0,99.992,0.505,0.385,-12.802,0.0287,0.376,0.0947,0.0308,False
16074,Ajmw,Roses,82500,2,5,80.081,0.721,0.0796,-12.89,0.295,0.832,0.11,0.494,False
16075,Tribe Society,Heart-Shaped Box,113475,8,10,80.032,0.511,0.599,-7.178,0.032,0.351,0.0907,0.11,False
16076,Rob Thomas,Little Wonders,224720,1,9,81.993,0.163,0.616,-9.996,0.044,0.0286,0.0826,0.33,False
16077,Avicii,True Believer,288146,1,8,120.001,0.762,0.561,-2.964,0.0813,0.00281,0.0768,0.355,False
16078,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2,8,127.961,0.596,0.738,-3.109,0.0411,0.109,0.0947,0.461,False
16079,Ashley Tisdale,Voices in My Head,199089,1,2,135.017,0.683,0.659,-4.834,0.0476,0.266,0.202,0.768,False
16080,Morgan James,You Thought Not,280866,1,7,114.953,0.678,0.438,-5.414,0.0326,0.652,0.0685,0.552,False
16081,No Rome,Cashmoney,198986,2,1,90.041,0.539,0.486,-5.509,0.0752,0.0923,0.145,0.247,False
16082,Maddi Jane,Impossible (Acoustic),224119,2,5,81.805,0.573,0.278,-8.788,0.0383,0.681,0.152,0.356,False
16083,Jimmy Eat World,Get Right,169573,1,2,86.01,0.453,0.892,-5.033,0.0381,5.61e-06,0.35,0.586,False
16084,Pearl Jam,Retrograde,322306,2,8,107.076,0.463,0.62,-8.141,0.0301,0.172,0.111,0.259,False
16085,Tinie Tempah,Not Letting Go (feat. Jess Glynne),228961,3,8,101.978,0.772,0.858,-3.565,0.127,0.0153,0.154,0.51,False
16086,Glades,Drive,187915,2,0,127.99,0.589,0.72,-6.686,0.0273,0.161,0.0946,0.356,False
16087,Korn,Clown,1133,1,1,80.482,0.458,0.787,-6.909,0.17,0.0101,0.065,0.301,False
16088,Toadies,I Want Your Love,47085,1,10,110.0,0.665,0.766,-7.266,0.0786,0.000264,0.0461,0.308,False
16089,Broken Bells,Windows,191986,3,11,97.002,0.608,0.856,-5.338,0.0355,0.00551,0.321,0.852,False
16090,Saliva,Your Disease,237493,2,6,159.887,0.376,0.963,-2.99,0.0782,9.31e-06,0.343,0.505,False
16091,Gryffin,Bye Bye (feat. Ivy Adara),210928,3,4,148.013,0.618,0.754,-3.739,0.0882,0.00271,0.213,0.485,False
16092,Cradle Of Filth,Temptation,227706,3,10,135.011,0.574,0.925,-5.423,0.0336,0.000108,0.214,0.593,False
16093,Tom Walker,Fly Away With Me,211733,1,5,78.621,0.421,0.499,-8.869,0.173,0.61,0.0875,0.297,False
16094,A Blaze of Feather,November,311665,1,11,90.134,0.284,0.543,-7.918,0.0524,0.47,0.12,0.307,False
16095,Thalia,Ya Tú Me Conoces,195573,1,4,93.028,0.811,0.846,-3.007,0.0462,0.0569,0.125,0.776,False
16096,The Used,Cry,210133,7,1,129.955,0.595,0.919,-5.109,0.0831,0.00338,0.337,0.532,False
16097,Jonathan Davis,What It Is,234447,1,9,75.051,0.474,0.844,-4.724,0.0382,0.00561,0.265,0.315,False
16098,Amber Leigh Irish,Yellow - Acoustic,196724,1,11,167.573,0.49,0.204,-10.992,0.0315,0.901,0.0893,0.373,False
16099,The Police,Man In A Suitcase,29854,1,0,138.876,0.752,0.721,-8.019,0.0403,0.0112,0.119,0.94,False
16100,The Last Shadow Puppets,Miracle Aligner,245727,1,6,113.056,0.562,0.724,-8.627,0.0271,0.0124,0.223,0.855,False
16101,Dunderbeist,Skaubror,214093,1,5,171.487,0.377,0.963,-3.846,0.133,0.000164,0.112,0.359,False
16102,A Story Told,All of You,217187,1,11,164.977,0.409,0.913,-3.794,0.0903,0.000245,0.374,0.468,False
16103,Primus,Jerry Was A Race Car Driver,860,3,1,122.655,0.508,0.887,-12.377,0.0661,0.0099,0.345,0.724,False
16104,Davido,So Crazy (feat. Lil Baby),170000,1,10,107.62,0.619,0.678,-4.539,0.404,0.11,0.0771,0.598,False
